"DMS_ORIG","DMS_DEST","SCTG2","DMS_MODE","Total KTons in 2015"
"Philadelphia PA-NJ-DE-MD (PA Part)","Rest of TN","Plastics/rubber","Truck","8.328635"
"Philadelphia PA-NJ-DE-MD (PA Part)","Corpus Christi TX","Plastics/rubber","Truck","0.031043"
"Philadelphia PA-NJ-DE-MD (PA Part)","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","8.727706"
"Philadelphia PA-NJ-DE-MD (PA Part)","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","0.158136"
"Philadelphia PA-NJ-DE-MD (PA Part)","Houston TX","Plastics/rubber","Truck","3.513703"
"Philadelphia PA-NJ-DE-MD (PA Part)","Laredo TX","Plastics/rubber","Truck","1.715652"
"Philadelphia PA-NJ-DE-MD (PA Part)","San Antonio TX","Plastics/rubber","Truck","0.856307"
"Philadelphia PA-NJ-DE-MD (PA Part)","Rest of TX","Plastics/rubber","Truck","3.843999"
"Philadelphia PA-NJ-DE-MD (PA Part)","Salt Lake City UT","Plastics/rubber","Truck","1.721206"
"Philadelphia PA-NJ-DE-MD (PA Part)","Vermont","Plastics/rubber","Truck","0.308168"
"Philadelphia PA-NJ-DE-MD (PA Part)","Richmond VA","Plastics/rubber","Truck","0.262490"
"Philadelphia PA-NJ-DE-MD (PA Part)","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","0.287047"
"Philadelphia PA-NJ-DE-MD (PA Part)","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","0.298351"
"Philadelphia PA-NJ-DE-MD (PA Part)","Rest of VA","Plastics/rubber","Truck","97.518295"
"Philadelphia PA-NJ-DE-MD (PA Part)","Seattle WA","Plastics/rubber","Truck","0.175691"
"Philadelphia PA-NJ-DE-MD (PA Part)","West Virginia","Plastics/rubber","Truck","2.776079"
"Philadelphia PA-NJ-DE-MD (PA Part)","Milwaukee WI","Plastics/rubber","Truck","0.829192"
"Philadelphia PA-NJ-DE-MD (PA Part)","Rest of WI","Plastics/rubber","Truck","12.799799"
"Philadelphia PA-NJ-DE-MD (PA Part)","Wyoming","Plastics/rubber","Truck","0.239993"
"Pittsburgh PA-OH-WV (PA Part)","Birmingham AL","Plastics/rubber","Truck","1.064032"
"Pittsburgh PA-OH-WV (PA Part)","Rest of AL","Plastics/rubber","Truck","14.181789"
"Pittsburgh PA-OH-WV (PA Part)","Phoenix AZ","Plastics/rubber","Truck","0.238721"
"Pittsburgh PA-OH-WV (PA Part)","Tucson AZ","Plastics/rubber","Truck","0.354129"
"Pittsburgh PA-OH-WV (PA Part)","Rest of AZ","Plastics/rubber","Truck","0.174953"
"Pittsburgh PA-OH-WV (PA Part)","Arkansas","Plastics/rubber","Truck","29.319963"
"Pittsburgh PA-OH-WV (PA Part)","Los Angeles CA","Plastics/rubber","Truck","5.236674"
"Pittsburgh PA-OH-WV (PA Part)","Sacramento CA","Plastics/rubber","Truck","0.823619"
"Pittsburgh PA-OH-WV (PA Part)","San Diego CA","Plastics/rubber","Truck","0.241921"
"Pittsburgh PA-OH-WV (PA Part)","San Francisco CA","Plastics/rubber","Truck","2.640578"
"Pittsburgh PA-OH-WV (PA Part)","Fresno CA","Plastics/rubber","Truck","2.932778"
"Pittsburgh PA-OH-WV (PA Part)","Rest of CA","Plastics/rubber","Truck","0.237536"
"Pittsburgh PA-OH-WV (PA Part)","Denver CO","Plastics/rubber","Truck","2.951777"
"Pittsburgh PA-OH-WV (PA Part)","Rest of CO","Plastics/rubber","Truck","0.275381"
"Pittsburgh PA-OH-WV (PA Part)","Hartford CT","Plastics/rubber","Truck","0.316001"
"Pittsburgh PA-OH-WV (PA Part)","New York NY-NJ-CT-PA (CT Part)","Plastics/rubber","Truck","4.321698"
"Pittsburgh PA-OH-WV (PA Part)","Rest of CT","Plastics/rubber","Truck","0.301383"
"Pittsburgh PA-OH-WV (PA Part)","Philadelphia PA-NJ-DE-MD (DE Part)","Plastics/rubber","Truck","6.162337"
"Pittsburgh PA-OH-WV (PA Part)","Rest of DE","Plastics/rubber","Truck","0.815272"
"Pittsburgh PA-OH-WV (PA Part)","Jacksonville FL-GA  CFS Area (FL Part)","Plastics/rubber","Truck","0.266447"
"Pittsburgh PA-OH-WV (PA Part)","Miami FL","Plastics/rubber","Truck","1.832593"
"Pittsburgh PA-OH-WV (PA Part)","Orlando FL","Plastics/rubber","Truck","0.294706"
"Pittsburgh PA-OH-WV (PA Part)","Tampa FL","Plastics/rubber","Truck","5.553679"
"Pittsburgh PA-OH-WV (PA Part)","Rest of FL","Plastics/rubber","Truck","10.736894"
"Pittsburgh PA-OH-WV (PA Part)","Atlanta GA","Plastics/rubber","Truck","21.545841"
"Pittsburgh PA-OH-WV (PA Part)","Savannah GA","Plastics/rubber","Truck","0.205592"
"Pittsburgh PA-OH-WV (PA Part)","Rest of GA","Plastics/rubber","Truck","4.685335"
"Pittsburgh PA-OH-WV (PA Part)","Idaho","Plastics/rubber","Truck","0.120956"
"Pittsburgh PA-OH-WV (PA Part)","Chicago IL-IN-WI (IL Part)","Plastics/rubber","Truck","29.023718"
"Pittsburgh PA-OH-WV (PA Part)","Rest of IL","Plastics/rubber","Truck","1.843338"
"Pittsburgh PA-OH-WV (PA Part)","Chicago IL-IN-WI (IN Part)","Plastics/rubber","Truck","3.544223"
"Pittsburgh PA-OH-WV (PA Part)","Indianapolis IN","Plastics/rubber","Truck","16.167965"
"Pittsburgh PA-OH-WV (PA Part)","Fort Wayne IN","Plastics/rubber","Truck","1.064437"
"Pittsburgh PA-OH-WV (PA Part)","Rest of IN","Plastics/rubber","Truck","10.848715"
"Pittsburgh PA-OH-WV (PA Part)","Iowa","Plastics/rubber","Truck","5.624722"
"Pittsburgh PA-OH-WV (PA Part)","Kansas City MO-KS (KS Part)","Plastics/rubber","Truck","0.229899"
"Pittsburgh PA-OH-WV (PA Part)","Wichita KS","Plastics/rubber","Truck","0.715365"
"Pittsburgh PA-OH-WV (PA Part)","Rest of KS","Plastics/rubber","Truck","0.998276"
"Pittsburgh PA-OH-WV (PA Part)","Cincinnati OH-KY-IN (KY Part)","Plastics/rubber","Truck","0.398549"
"Pittsburgh PA-OH-WV (PA Part)","Louisville KY-IN (KY Part)","Plastics/rubber","Truck","0.269204"
"Pittsburgh PA-OH-WV (PA Part)","Rest of KY","Plastics/rubber","Truck","3.633212"
"Pittsburgh PA-OH-WV (PA Part)","Baton Rouge LA","Plastics/rubber","Truck","0.173534"
"Pittsburgh PA-OH-WV (PA Part)","New Orleans LA-MS (LA Part)","Plastics/rubber","Truck","0.106961"
"Pittsburgh PA-OH-WV (PA Part)","Rest of LA","Plastics/rubber","Truck","0.041467"
"Pittsburgh PA-OH-WV (PA Part)","Maine","Plastics/rubber","Truck","0.844524"
"Pittsburgh PA-OH-WV (PA Part)","Baltimore MD","Plastics/rubber","Truck","0.970455"
"Pittsburgh PA-OH-WV (PA Part)","Washington DC-VA-MD-WV (MD Part)","Plastics/rubber","Truck","5.473149"
"Pittsburgh PA-OH-WV (PA Part)","Rest of MD","Plastics/rubber","Truck","4.769445"
"Pittsburgh PA-OH-WV (PA Part)","Boston MA-RI-NH-CT (MA Part)","Plastics/rubber","Truck","5.286170"
"Pittsburgh PA-OH-WV (PA Part)","Detroit MI","Plastics/rubber","Truck","16.572113"
"Pittsburgh PA-OH-WV (PA Part)","Grand Rapids MI","Plastics/rubber","Truck","0.916949"
"Pittsburgh PA-OH-WV (PA Part)","Rest of MI","Plastics/rubber","Truck","7.841695"
"Pittsburgh PA-OH-WV (PA Part)","Minneapolis-St. Paul MN-WI (MN Part)","Plastics/rubber","Truck","7.470234"
"Pittsburgh PA-OH-WV (PA Part)","Rest of MN","Plastics/rubber","Truck","0.937116"
"Pittsburgh PA-OH-WV (PA Part)","Mississippi","Plastics/rubber","Truck","7.531169"
"Pittsburgh PA-OH-WV (PA Part)","Kansas City MO-KS (MO Part)","Plastics/rubber","Truck","0.291521"
"Pittsburgh PA-OH-WV (PA Part)","St. Louis MO-IL (MO Part)","Plastics/rubber","Truck","3.443113"
"Pittsburgh PA-OH-WV (PA Part)","Rest of MO","Plastics/rubber","Truck","7.180313"
"Pittsburgh PA-OH-WV (PA Part)","Montana","Plastics/rubber","Truck","0.051035"
"Pittsburgh PA-OH-WV (PA Part)","Omaha NE-IA (NE Part)","Plastics/rubber","Truck","9.098876"
"Pittsburgh PA-OH-WV (PA Part)","Rest of NE","Plastics/rubber","Truck","0.197470"
"Pittsburgh PA-OH-WV (PA Part)","Rest of NV","Plastics/rubber","Truck","3.081009"
"Pittsburgh PA-OH-WV (PA Part)","Boston MA-RI-NH-CT (NH Part)","Plastics/rubber","Truck","2.717083"
"Pittsburgh PA-OH-WV (PA Part)","New York NY-NJ-CT-PA (NJ Part)","Plastics/rubber","Truck","52.190769"
"Pittsburgh PA-OH-WV (PA Part)","Philadelphia PA-NJ-DE-MD (NJ Part)","Plastics/rubber","Truck","163.306931"
"Pittsburgh PA-OH-WV (PA Part)","Albany NY  CFS Area","Plastics/rubber","Truck","1.768705"
"Pittsburgh PA-OH-WV (PA Part)","Buffalo NY  CFS Area","Plastics/rubber","Truck","2.089816"
"Pittsburgh PA-OH-WV (PA Part)","New York NY-NJ-CT-PA (NY Part)","Plastics/rubber","Truck","7.128802"
"Pittsburgh PA-OH-WV (PA Part)","Rest of NY","Plastics/rubber","Truck","17.783314"
"Pittsburgh PA-OH-WV (PA Part)","Charlotte NC-SC (NC Part)","Plastics/rubber","Truck","2.830392"
"Pittsburgh PA-OH-WV (PA Part)","Greensboro--Winston-Salem--High Point NC","Plastics/rubber","Truck","1.902153"
"Pittsburgh PA-OH-WV (PA Part)","Raleigh-Durham NC","Plastics/rubber","Truck","0.703488"
"Pittsburgh PA-OH-WV (PA Part)","Rest of NC","Plastics/rubber","Truck","30.335146"
"Pittsburgh PA-OH-WV (PA Part)","North Dakota","Plastics/rubber","Truck","0.140188"
"Pittsburgh PA-OH-WV (PA Part)","Cincinnati OH-KY-IN (OH Part)","Plastics/rubber","Truck","8.015696"
"Pittsburgh PA-OH-WV (PA Part)","Cleveland OH","Plastics/rubber","Truck","112.661278"
"Pittsburgh PA-OH-WV (PA Part)","Columbus OH","Plastics/rubber","Truck","23.270794"
"Pittsburgh PA-OH-WV (PA Part)","Dayton OH","Plastics/rubber","Truck","0.274008"
"Pittsburgh PA-OH-WV (PA Part)","Rest of OH","Plastics/rubber","Truck","103.620148"
"Pittsburgh PA-OH-WV (PA Part)","Oklahoma City OK","Plastics/rubber","Truck","0.214607"
"Pittsburgh PA-OH-WV (PA Part)","Tulsa OK","Plastics/rubber","Truck","0.187466"
"Pittsburgh PA-OH-WV (PA Part)","Portland OR-WA (OR Part)","Plastics/rubber","Truck","0.341439"
"Pittsburgh PA-OH-WV (PA Part)","Philadelphia PA-NJ-DE-MD (PA Part)","Plastics/rubber","Truck","4.230555"
"Pittsburgh PA-OH-WV (PA Part)","Pittsburgh PA-OH-WV (PA Part)","Plastics/rubber","Truck","305.343842"
"Pittsburgh PA-OH-WV (PA Part)","New York NY-NJ-CT-PA (PA Part)","Plastics/rubber","Truck","14.743257"
"Pittsburgh PA-OH-WV (PA Part)","Rest of PA","Plastics/rubber","Truck","141.957748"
"Pittsburgh PA-OH-WV (PA Part)","Boston MA-RI-NH-CT (RI Part)","Plastics/rubber","Truck","0.276807"
"Pittsburgh PA-OH-WV (PA Part)","Charleston SC","Plastics/rubber","Truck","0.172700"
"Pittsburgh PA-OH-WV (PA Part)","Greenville SC","Plastics/rubber","Truck","16.848688"
"Pittsburgh PA-OH-WV (PA Part)","Rest of SC","Plastics/rubber","Truck","6.682517"
"Pittsburgh PA-OH-WV (PA Part)","Memphis TN-MS-AR (TN Part)","Plastics/rubber","Truck","2.135134"
"Pittsburgh PA-OH-WV (PA Part)","Nashville TN","Plastics/rubber","Truck","3.694637"
"Pittsburgh PA-OH-WV (PA Part)","Knoxville TN","Plastics/rubber","Truck","0.325036"
"Pittsburgh PA-OH-WV (PA Part)","Rest of TN","Plastics/rubber","Truck","4.909238"
"Pittsburgh PA-OH-WV (PA Part)","Austin TX","Plastics/rubber","Truck","0.266348"
"Pittsburgh PA-OH-WV (PA Part)","Beaumont TX","Plastics/rubber","Truck","0.659548"
"Pittsburgh PA-OH-WV (PA Part)","Dallas-Fort Worth TX-OK (TX Part)","Plastics/rubber","Truck","24.178650"
"Pittsburgh PA-OH-WV (PA Part)","El Paso TX-NM (TX Part)","Plastics/rubber","Truck","1.703392"
"Pittsburgh PA-OH-WV (PA Part)","Houston TX","Plastics/rubber","Truck","1.191263"
"Pittsburgh PA-OH-WV (PA Part)","Laredo TX","Plastics/rubber","Truck","5.915675"
"Pittsburgh PA-OH-WV (PA Part)","San Antonio TX","Plastics/rubber","Truck","0.852454"
"Pittsburgh PA-OH-WV (PA Part)","Rest of TX","Plastics/rubber","Truck","1.992273"
"Pittsburgh PA-OH-WV (PA Part)","Salt Lake City UT","Plastics/rubber","Truck","0.768461"
"Pittsburgh PA-OH-WV (PA Part)","Rest of UT","Plastics/rubber","Truck","0.031225"
"Pittsburgh PA-OH-WV (PA Part)","Richmond VA","Plastics/rubber","Truck","1.009189"
"Pittsburgh PA-OH-WV (PA Part)","Virginia Beach-Norfolk VA-NC (VA Part)","Plastics/rubber","Truck","14.059139"
"Pittsburgh PA-OH-WV (PA Part)","Washington DC-VA-MD-WV (VA Part)","Plastics/rubber","Truck","2.145056"
"Pittsburgh PA-OH-WV (PA Part)","Rest of VA","Plastics/rubber","Truck","17.602158"
"Pittsburgh PA-OH-WV (PA Part)","Seattle WA","Plastics/rubber","Truck","4.280493"
"Pittsburgh PA-OH-WV (PA Part)","Rest of WA","Plastics/rubber","Truck","0.103486"
"Pittsburgh PA-OH-WV (PA Part)","West Virginia","Plastics/rubber","Truck","134.666351"
"Pittsburgh PA-OH-WV (PA Part)","Milwaukee WI","Plastics/rubber","Truck","4.047056"
"Pittsburgh PA-OH-WV (PA Part)","Rest of WI","Plastics/rubber","Truck","11.161285"
"New York NY-NJ-CT-PA (PA Part)","Mobile AL","Plastics/rubber","Truck","0.834263"
"New York NY-NJ-CT-PA (PA Part)","Rest of AL","Plastics/rubber","Truck","2.399287"
"New York NY-NJ-CT-PA (PA Part)","Tucson AZ","Plastics/rubber","Truck","0.873778"
"New York NY-NJ-CT-PA (PA Part)","Arkansas","Plastics/rubber","Truck","0.322109"
"New York NY-NJ-CT-PA (PA Part)","Los Angeles CA","Plastics/rubber","Truck","0.279560"
"New York NY-NJ-CT-PA (PA Part)","Sacramento CA","Plastics/rubber","Truck","0.367140"
"New York NY-NJ-CT-PA (PA Part)","San Diego CA","Plastics/rubber","Truck","0.040176"
